nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN1032,https://www.congress.gov/nomination/107th-congress/1032,107th Congress (2001-2002),Benigno G. Reyna,Department of Justice,"Benigno G. Reyna, of Texas, to be Director of the United States Marshals Service, vice John W. Marshall, resigned.",2001-09-12,Judiciary,2001-10-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,Director
PN1031,https://www.congress.gov/nomination/107th-congress/1031,107th Congress (2001-2002),Dunn Lampton,Department of Justice,"Dunn  Lampton, of Mississippi, to be United States Attorney for the Southern District of Mississippi for the term of four years, vice Joe Bradley Pigott, resigned.",2001-09-12,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Mississippi,United States Attorney
PN1019,https://www.congress.gov/nomination/107th-congress/1019,107th Congress (2001-2002),Jay B. Stephens,Department of Justice,"Jay B. Stephens, of Virginia, to be Associate Attorney General, vice Daniel Marcus, resigned.",2001-09-10,Judiciary,2001-11-08,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,Associate Attorney General
PN1005,https://www.congress.gov/nomination/107th-congress/1005,107th Congress (2001-2002),D. Brooks Smith,The Judiciary,"D. Brooks Smith, of Pennsylvania, to be United States Circuit Judge for the Third Circuit, vice Timothy K. Lewis, retired.",2001-09-10,Judiciary,2002-07-31,Confirmed by the Senate by Yea-Nay Vote. 64 - 35. Record Vote Number: 202.,confirmed,107,Pennsylvania,United States Circuit Judge
PN1004,https://www.congress.gov/nomination/107th-congress/1004,107th Congress (2001-2002),Julie A. Robinson,The Judiciary,"Julie A. Robinson, of Kansas, to be United States District Judge for the District of Kansas, vice G. Thomas Van Bebber, retired.",2001-09-10,Judiciary,2001-12-11,Confirmed by the Senate by Voice Vote.,confirmed,107,Kansas,United States District Judge
PN1003,https://www.congress.gov/nomination/107th-congress/1003,107th Congress (2001-2002),Frederick J. Martone,The Judiciary,"Frederick J. Martone, of Arizona, to be United States District Judge for the District of Arizona, vice Roger G. Strand, retired.",2001-09-10,Judiciary,2001-12-13,Confirmed by the Senate by Yea-Nay Vote. 97 - 0. Record Vote Number: 370.,confirmed,107,Arizona,United States District Judge
PN1002,https://www.congress.gov/nomination/107th-congress/1002,107th Congress (2001-2002),James C. Mahan,The Judiciary,"James C. Mahan, of Nevada, to be United States District Judge for the District of Nevada, vice a new position created by Public Law 106-553, approved December 21, 2000.",2001-09-10,Judiciary,2002-01-25,Confirmed by the Senate by Yea-Nay Vote. 81 - 0. Record Vote Number: 5.,confirmed,107,Nevada,United States District Judge
PN1001,https://www.congress.gov/nomination/107th-congress/1001,107th Congress (2001-2002),Richard J. Leon,The Judiciary,"Richard J. Leon, of Maryland, to be United States District Judge for the District of Columbia, vice Norma Holloway Johnson, retired.",2001-09-10,Judiciary,2002-02-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Maryland,United States District Judge
PN1000,https://www.congress.gov/nomination/107th-congress/1000,107th Congress (2001-2002),Marcia S. Krieger,The Judiciary,"Marcia S. Krieger, of Colorado, to be United States District Judge for the District of Colorado, vice Daniel B. Sparr, retired.",2001-09-10,Judiciary,2002-01-25,Confirmed by the Senate by Yea-Nay Vote. 83 - 0. Record Vote Number: 4.,confirmed,107,Colorado,United States District Judge
PN999,https://www.congress.gov/nomination/107th-congress/999,107th Congress (2001-2002),Cindy K. Jorgenson,The Judiciary,"Cindy K. Jorgenson, of Arizona, to be United States District Judge for the District of Arizona, vice a new position created by Public Law 106-116, approved November 29, 1999.",2001-09-10,Judiciary,2002-02-26,Confirmed by the Senate by Yea-Nay Vote. 98 - 0. Record Vote Number: 37.,confirmed,107,Arizona,United States District Judge
PN998,https://www.congress.gov/nomination/107th-congress/998,107th Congress (2001-2002),David C. Bury,The Judiciary,"David C. Bury, of Arizona, to be United States District Judge for the District of Arizona, vice a new position created by Public Law 106-553, approved December 21, 2000.",2001-09-10,Judiciary,2002-03-15,Confirmed by the Senate by Yea-Nay Vote. 90 - 0. Record Vote Number: 51.,confirmed,107,Arizona,United States District Judge
PN997,https://www.congress.gov/nomination/107th-congress/997,107th Congress (2001-2002),Robert E. Blackburn,The Judiciary,"Robert E. Blackburn, of Colorado, to be United States District Judge for the District of Colorado, vice Zita L. Weinshienk, retired.",2001-09-10,Judiciary,2002-02-26,Confirmed by the Senate by Yea-Nay Vote. 98 - 0. Record Vote Number: 35.,confirmed,107,Colorado,United States District Judge
PN982,https://www.congress.gov/nomination/107th-congress/982,107th Congress (2001-2002),Maxwell Wood,Department of Justice,"Maxwell  Wood, of Georgia, to be United States Attorney for the Middle District of Georgia for the term of four years, vice Beverly Baldwin Martin, resigned.",2001-09-05,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States Attorney
PN981,https://www.congress.gov/nomination/107th-congress/981,107th Congress (2001-2002),Donald W. Washington,Department of Justice,"Donald  W. Washington, of Louisiana, to be United States Attorney for the Western District of Louisiana for the term of four years, vice Michael David Skinner, resigned.",2001-09-05,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,Louisiana,United States Attorney
PN980,https://www.congress.gov/nomination/107th-congress/980,107th Congress (2001-2002),Sheldon J. Sperling,Department of Justice,"Sheldon J. Sperling, of Oklahoma, to be United States Attorney for the Eastern District of Oklahoma for the term of four years, vice Robert Bruce Green, resigned.",2001-09-05,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Oklahoma,United States Attorney
PN979,https://www.congress.gov/nomination/107th-congress/979,107th Congress (2001-2002),Gregory Gordon Lockhart,Department of Justice,"Gregory Gordon Lockhart, of Ohio, to be United States Attorney for the Southern District of Ohio for the term of four years, vice Sharon J. Zealey, resigned.",2001-09-05,Judiciary,2001-10-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Ohio,United States Attorney
PN978,https://www.congress.gov/nomination/107th-congress/978,107th Congress (2001-2002),Edward Hachiro Kubo Jr.,Department of Justice,"Edward Hachiro Kubo, Jr., of Hawaii, to be United States Attorney for the District of Hawaii for the term of four years, vice Steven Scott Alm, resigned.",2001-09-05,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,Hawaii,United States Attorney
PN977,https://www.congress.gov/nomination/107th-congress/977,107th Congress (2001-2002),Thomas E. Johnston,Department of Justice,"Thomas E. Johnston, of West Virginia, to be United States Attorney for the Northern District of West Virginia for the term of four years, vice Melvin W. Kahle, resigned.",2001-09-05,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,West Virginia,United States Attorney
PN976,https://www.congress.gov/nomination/107th-congress/976,107th Congress (2001-2002),Peter W. Hall,Department of Justice,"Peter W. Hall, of Vermont, to be United States Attorney for the District of Vermont for the term of four years, vice Charles Robert Tetzlaff, resigned.",2001-09-05,Judiciary,2001-09-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Vermont,United States Attorney
PN975,https://www.congress.gov/nomination/107th-congress/975,107th Congress (2001-2002),William S. Duffey Jr.,Department of Justice,"William  S. Duffey, Jr., of Georgia, to be United States Attorney for the Northern District of Georgia for the term of four years, vice Richard H. Deane, Jr.",2001-09-05,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States Attorney
PN974,https://www.congress.gov/nomination/107th-congress/974,107th Congress (2001-2002),Thomas M. DiBiagio,Department of Justice,"Thomas M. DiBiagio, of Maryland, to be United States Attorney for the District of Maryland for the term of four years, vice Lynne Ann Battaglia, resigned.",2001-09-05,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,Maryland,United States Attorney
PN973,https://www.congress.gov/nomination/107th-congress/973,107th Congress (2001-2002),Steven M. Colloton,Department of Justice,"Steven M. Colloton, of Iowa, to be United States Attorney for the Southern District of Iowa for the term of four years, vice Don Carlos Nickerson, resigned.",2001-09-05,Judiciary,2001-10-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Iowa,United States Attorney
PN972,https://www.congress.gov/nomination/107th-congress/972,107th Congress (2001-2002),Jeffrey Gilbert Collins,Department of Justice,"Jeffrey Gilbert Collins, of Michigan, to be United States Attorney for the Eastern District of Michigan for the term of four years, vice Saul A. Green, resigned.",2001-09-05,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Michigan,United States Attorney
PN971,https://www.congress.gov/nomination/107th-congress/971,107th Congress (2001-2002),Mary Beth Buchanan,Department of Justice,"Mary Beth Buchanan, of Pennsylvania, to be United States Attorney for the Western District of Pennsylvania for the term of four years, vice Harry Litman, resigned.",2001-09-05,Judiciary,2001-09-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Pennsylvania,United States Attorney
PN970,https://www.congress.gov/nomination/107th-congress/970,107th Congress (2001-2002),Daniel G. Bogden,Department of Justice,"Daniel G. Bogden, of Nevada, to be United States Attorney for the District of Nevada for the term of four years, vice Kathryn E. Landreth, resigned.",2001-09-05,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,Nevada,United States Attorney
PN967,https://www.congress.gov/nomination/107th-congress/967,107th Congress (2001-2002),J. Robert Flores,Department of Justice,"J. Robert Flores, of Virginia, to be Administrator of the Office of Juvenile Justice and Delinquency Prevention, vice Sheldon C. Bilchik.",2001-09-04,Judiciary,2002-04-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,Administrator
PN966,https://www.congress.gov/nomination/107th-congress/966,107th Congress (2001-2002),Mauricio J. Tamargo,Department of Justice,"Mauricio J. Tamargo, of Florida, to be Chairman of the Foreign Claims Settlement Commission of the United States for a term expiring September 30, 2003, vice John R. Lacey.",2001-09-04,Judiciary,2002-01-25,Confirmed by the Senate by Voice Vote.,confirmed,107,Florida,Chairman
PN965,https://www.congress.gov/nomination/107th-congress/965,107th Congress (2001-2002),John P. Walters,Executive Office of the President,"John P. Walters, of Michigan, to be Director of National Drug Control Policy, vice Barry R. McCaffrey, resigned.",2001-09-04,Judiciary,2001-12-05,Confirmed by the Senate by Voice Vote.,confirmed,107,Michigan,Director
PN964,https://www.congress.gov/nomination/107th-congress/964,107th Congress (2001-2002),Sharee M. Freeman,Department of Justice,"Sharee M. Freeman, of Virginia, to be Director, Community Relations Service, for a term of four years, vice Rose Ochi, term expired.",2001-09-04,Judiciary,2001-11-06,Confirmed by the Senate by Voice Vote.,confirmed,107,Virginia,Director
PN963,https://www.congress.gov/nomination/107th-congress/963,107th Congress (2001-2002),James Edward Rogan,Department of Commerce,"James Edward Rogan, of California, to be Under Secretary of Commerce for Intellectual Property and Director of the United States Patent and Trademark Office, vice Q. Todd Dickinson, resigned.",2001-09-04,Judiciary,2001-11-30,Confirmed by the Senate by Voice Vote.,confirmed,107,California,Under Secretary
PN962,https://www.congress.gov/nomination/107th-congress/962,107th Congress (2001-2002),John W. Gillis,Department of Justice,"John W. Gillis, of California, to be Director of the Office of Victims of Crime, vice Kathryn M. Turman, resigned.",2001-09-04,Judiciary,2001-09-14,Confirmed by the Senate by Voice Vote.,confirmed,107,California,Director
PN961,https://www.congress.gov/nomination/107th-congress/961,107th Congress (2001-2002),Scott M. Burns,Executive Office of the President,"Scott M. Burns, of Utah, to be Deputy Director for State and Local Affairs, Office of National Drug Control Policy.  (New Position)",2001-09-04,Judiciary,2002-04-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Utah,Deputy Director
PN960,https://www.congress.gov/nomination/107th-congress/960,107th Congress (2001-2002),Richard R. Nedelkoff,Department of Justice,"Richard R. Nedelkoff, of Texas, to be Director of the Bureau of Justice Assistance, vice Nancy E. Gist, resigned.",2001-09-04,Judiciary,2001-09-14,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,Director
PN959,https://www.congress.gov/nomination/107th-congress/959,107th Congress (2001-2002),Jay S. Bybee,Department of Justice,"Jay S. Bybee, of Nevada, to be an Assistant Attorney General, vice Randolph D. Moss, resigned.",2001-09-04,Judiciary,2001-10-23,Confirmed by the Senate by Voice Vote.,confirmed,107,Nevada,Assistant Attorney General
PN958,https://www.congress.gov/nomination/107th-congress/958,107th Congress (2001-2002),Deborah J. Daniels,Department of Justice,"Deborah J. Daniels, of Indiana, to be an Assistant Attorney General, vice Laurie O. Robinson, resigned.",2001-09-04,Judiciary,2001-09-21,Confirmed by the Senate by Voice Vote.,confirmed,107,Indiana,Assistant Attorney General
